,original_text,filtered_text,NBD_tag
3189,1 vanilla bean seeds scraped,vanilla bean seeds scraped,"""02050"""
3190,1 loaf French bread torn in pieces,loaf french bread torn in pieces,"""18029"""
3191,4 tablespoons cornstarch,cornstarch,"""20027"""
3192,1 quart 40-percent whipping cream,quartpercent whipping cream,"""01053"""
3193,2 cups granulated sugar,granulated sugar,"""19335"""
3194,1 stick butter,butter,"""01001"""
3195,1 cup dark rum,dark rum,"""14050"""
3196,1/4 cup dry bread crumbs,dry bread crumbs,"""18079"""
3197,1/4 cup milk,milk,"""01077"""
3198,1 medium onion finely diced,onion finely diced,"""11282"""
3199,5 cloves garlic smashed,cloves garlic smashed,"""11215"""
3200,1 egg,egg,"""01123"""
3201,3 teaspoons fennel seed toasted,fennel seed toasted,"""02018"""
3202,1 tablespoon kosher salt,kosher salt,"""02047"""
3203,1 teaspoon black pepper,black pepper,"""02030"""
3204,3/4 cup fresh flat-leaf parsley chopped,fresh flatleaf parsley chopped,"""11297"""
3206,3/4 pound ground beef,ground beef,"""23572"""
3207,3/4 pound ground veal,ground veal,"""17142"""
3208,3/4 pound ground pork,ground pork,"""10219"""
3210,1 cup balsamic vinegar,balsamic vinegar,"""02069"""
3211,1 cup apple cider vinegar,apple cider vinegar,"""02048"""
3212,1/4 cup blackstrap molasses,blackstrap molasses,"""19304"""
3213,1/4 cup corn syrup,corn syrup,"""19351"""
3214,1/3 cup shallots minced,shallots minced,"""11677"""
3215,2 tablespoons finely chopped tarragon leaves,finely chopped tarragon leaves,"""02041"""
3216,1 tablespoon chipotle peppers,chipotle peppers,"""11819"""
3217,1/2 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3218,1/2 teaspoon sambal oelek*,sambal oelek,"""06961"""
3219,1/4 cup dried dates pitted and chopped,dried dates pitted and chopped,"""09421"""
3220,1/4 cup tomato paste,tomato paste,"""11546"""
3221,1/4 cup brown sugar,brown sugar,"""19334"""
3222,1 tablespoon soy sauce,soy sauce,"""16124"""
3223,1 1/2 teaspoons minced garlic,minced garlic,"""11215"""
3224,1 1/2 teaspoons tamarind paste*,tamarind paste,"""09437"""
3225,1 teaspoon Dijon mustard,dijon mustard,"""02046"""
3226,1 teaspoon kosher salt,kosher salt,"""02047"""
3227,1 pinch baking soda,baking soda,"""18372"""
3228,2 cucumbers peeled seeded and finely diced (about 4 cups),cucumbers peeled seeded and finely diced (about cups),"""11205"""
3229,1 large onion finely diced,onion finely diced,"""11282"""
3230,1 small hot pepper seeded finely diced,hot pepper seeded finely diced,"""11819"""
3231,1 teaspoon kosher salt,kosher salt,"""02047"""
3232,3/4 cup sugar,sugar,"""19335"""
3233,1/2 cup white vinegar,white vinegar,"""02053"""
3234,2 teaspoons mustard seed,mustard seed,"""02024"""
3235,1 teaspoon celery seed,celery seed,"""02007"""
3236,1/4 teaspoon ground cloves,ground cloves,"""02011"""
3237,1/2 teaspoon turmeric,turmeric,"""02043"""
3238,8 large tomatoes cored and seeded,tomatoes cored and seeded,"""11529"""
3239,2 teaspoons coarse salt,coarse salt,"""02047"""
3240,1/2 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3241,1 pound fettuccine,fettuccine,"""20420"""
3242,1 pound medium shrimp peeled and deveined,shrimp peeled and deveined,"""15270"""
3243,1 teaspoon crushed red pepper flakes,crushed red pepper flakes,"""02031"""
3245,1/2 cup tequila,tequila,"""14037"""
3246,1 avocado seed removed peeled and diced,avocado seed removed peeled and diced,"""09038"""
3247,1 bunch cilantro chopped,bunch cilantro chopped,"""11165"""
3248,4 ounces dried rice vermicelli,dried rice vermicelli,"""43114"""
3249,12 sheets banh trang rice papers or spring roll wrap 8- inches round,sheets banh trang rice papers or spring roll wrap round,"""18368"""
3250,12 leaves Boston lettuce ribs removed (substitution: oak leaf lettuce),leaves boston lettuce removed (substitution: oak leaf lettuce),"""11253"""
3251,1 small cucumber peeled halved lengthwise seeded and thinly sliced in half moons,cucumber peeled halved lengthwise seeded and thinly sliced in half moons,"""11205"""
3252,3 medium carrots peeled and julienned,carrots peeled and julienned,"""11124"""
3253,8 ounces boneless skinless cooked chicken breast,boneless skinless cooked chicken breast,"""05062"""
3254,3 scallions cut into 1-inch long pieces and julienned,scallions cut intoinch long pieces and julienned,"""11291"""
3255,24 large mint leaves,mint leaves,"""02064"""
3257,2 tablespoons vegetable oil,vegetable oil,"""04513"""
3258,1 1/2 to 2 tablespoons red curry paste,to red curry paste,"""02015"""
3260,1 1/2 cups unsalted roasted peanuts finely ground,unsalted roasted peanuts finely ground,"""16390"""
3261,1/4 cup palm sugar (substitution: granulated sugar),palm sugar (substitution: granulated sugar),"""19335"""
3262,2 cups unsweetened coconut milk,unsweetened coconut milk,"""12117"""
3263,2 cups low-sodium chicken broth,lowsodium chicken broth,"""06970"""
3264,1/2 cup tamarind concentrate,tamarind concentrate,"""09437"""
3265,3 tablespoons hoisin sauce,hoisin sauce,"""06175"""
3266,1/2 cup packed fresh Thai basil leaves minced,packed fresh thai basil leaves minced,"""02044"""
3267,1/2 cup packed fresh cilantro leaves minced,packed fresh cilantro leaves minced,"""11165"""
3268,3 cups stale French bread cut in 3/4-inch cubes,stale french bread cut ininch cubes,"""18349"""
3269,2 cups milk,milk,"""01077"""
3270,2 eggs,eggs,"""01123"""
3271,1 cup sugar,sugar,"""19335"""
3272,1 tablespoon vanilla extract,vanilla extract,"""02050"""
3273,1/2 teaspoon cinnamon,cinnamon,"""02010"""
3274,1/4 teaspoon nutmeg,nutmeg,"""02025"""
3275,4 tablespoons butter melted and slightly cooled,butter melted and slightly cooled,"""01001"""
3276,1/2 cup sultana raisins,sultana raisins,"""09299"""
3277,2 egg yolks,egg yolks,"""01125"""
3278,1 stick butter not margarine,butter not margarine,"""01001"""
3279,1 cup sugar,sugar,"""19335"""
3280,1/3 cup bourbon whiskey to taste,bourbon whiskey to taste,"""14037"""
3281,2 cups hot water,hot water,"""14411"""
3283,1/2 cup chocolate syrup,chocolate syrup,"""19924"""
3284,2 teaspoons instant espresso (recommended: Medaglia Doro),instant espresso (recommended: medaglia doro),"""14214"""
3285,2 tablespoons hazelnut liqueur (recommended: Frangelico),hazelnut liqueur (recommended: frangelico),"""14037"""
3286,Fresh raspberries for garnish,fresh raspberries for,"""09302"""
3287,4 tablespoons unsalted butter,unsalted butter,"""01145"""
3288,1 cup frozen corn kernels thawed,frozen corn kernels thawed,"""11774"""
3289,1 medium onion cut into 1/4-inch dice,onion cut intoinch dice,"""11282"""
3290,1 red pepper seeded cut into 1/4-inch dice,red pepper seeded cut intoinch dice,"""11821"""
3291,4 cloves garlic peeled and minced,cloves garlic peeled and minced,"""11215"""
3292,1 tablespoon plus 1 teaspoon kosher salt,plus kosher salt,"""02047"""
3293,2 teaspoons cumin,cumin,"""02014"""
3294,2 teaspoons chile powder,chile powder,"""02009"""
3295,1/2 teaspoon cayenne pepper,cayenne pepper,"""02031"""
3296,1/4 all-purpose flour,allpurpose flour,"""20581"""
3297,4 cups milk cold,milk cold,"""01077"""
3298,2 cups shredded cheddar,shredded cheddar,"""01270"""
3299,1 cup shredded Monterey Jack,shredded monterey jack,"""01025"""
3300,1/2 cup scallions thinly sliced,scallions thinly sliced,"""11291"""
3301,1 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3302,1 pound mini rigatoni cooked al dente according to package directions,mini rigatoni cooked al dente according to package directions,"""20420"""
3303,1/2 cup panko breadcrumbs,panko breadcrumbs,"""18376"""
3304,1/2 cup crumbled cotija cheese for garnish,crumbled cotija cheese for,"""01267"""
3305,1/4 cup cilantro leaves minced for garnish,cilantro leaves minced for,"""11165"""
3306,1/4 cup pickled jalapenos drained minced for garnish,pickled jalapenos drained minced for,"""31034"""
3307,1 bottle white wine (Spanish table wine),bottle white wine (spanish table wine),"""14106"""
3308,3 ounces brandy,brandy,"""14037"""
3309,2 ounces triple sec,triple sec,"""14037"""
3310,1 cup orange juice,orange juice,"""42270"""
3311,1 cup pineapple juice,pineapple juice,"""09409"""
3312,2 ounces simple syrup (equal parts sugar and water brought to a boil for 2 minutes in a small saucepan) and cooled,simple syrup (equal parts sugar and water brought to a boil for minutes in a saucepan) and cooled,"""14637"""
3313,3 ounces white peach puree (peel peaches remove pit and puree in a blender with a small amount of water),white peach puree (peel peaches remove pit and puree in a blender with a amount of water),"""09370"""
3314,Fresh peaches oranges and apples sliced,fresh peaches oranges and apples sliced,"""09236"""
3315,1 clove garlic peeled,clove garlic peeled,"""11215"""
3316,Kosher salt,kosher salt,"""02047"""
3317,1 1/2 pounds vine-ripened tomatoes preferably heirloom varieties roughly chopped,vineripened tomatoes preferably heirloom varieties roughly chopped,"""11529"""
3318,8 ounces cucumbers peeled seeded and roughly chopped,cucumbers peeled seeded and roughly chopped,"""11205"""
3319,2 scallions (white and green parts) roughly chopped,scallions (white and green parts) roughly chopped,"""11291"""
3320,1/2 green bell pepper cored seeded and roughly chopped,green bell pepper cored seeded and roughly chopped,"""11333"""
3321,1/4 jalapeno stemmed and roughly chopped (with seeds if you like the heat),jalapeno stemmed and roughly chopped (with seeds if you like the heat),"""11979"""
3322,1/4 cup roughly chopped fresh flat-leaf parsley,roughly chopped fresh flatleaf parsley,"""11297"""
3323,2 tablespoons roughly chopped fresh mint,roughly chopped fresh mint,"""02064"""
3324,Freshly ground black pepper,freshly ground black pepper,"""02030"""
3325,2 tablespoons extra-virgin olive oil plus more for garnish,extravirgin olive oil plus more for,"""44005"""
3326,1 tablespoon sherry vinegar,sherry vinegar,"""02068"""
3327,1 1/2 cups chilled low-sodium tomato juice,chilled lowsodium tomato juice,"""11886"""
3328,4 ice cubes,ice cubes,"""14411"""
3329,4 tablespoons cubed cucumber for garnish optional,cubed cucumber for optional,"""11205"""
3330,3 cloves garlic,cloves garlic,"""11215"""
3331,1 cup packed cilantro leaves,packed cilantro leaves,"""11165"""
3333,2 teaspoons ground cumin,ground cumin,"""02014"""
3334,1 1/2 teaspoons kosher salt,kosher salt,"""02047"""
3335,1 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3336,1/4 cup tequila,tequila,"""14037"""
3337,1 pound tilapia fillets,tilapia fillets,"""15261"""
3338,1 tablespoon olive oil,olive oil,"""44005"""
3339,8 (7-inch) round Flour Tortillas recipe follows,(inch) round flour tortillas follows,"""18363"""
3341,Shredded red cabbage,shredded red cabbage,"""11112"""
3342,Lime wedges,lime wedges,"""09160"""
3343,9 ounces all-purpose flour plus 1/4 cup for kneading and rolling,allpurpose flour plus for kneading and rolling,"""20581"""
3344,1 teaspoon kosher salt,kosher salt,"""02047"""
3345,1/3 cup lard,lard,"""04002"""
3346,1/2 cup cool water,cool water,"""14411"""
3347,1 cup heavy cream,heavy cream,"""01053"""
3348,1 tablespoon buttermilk,buttermilk,"""01230"""
3349,1 chipotle chile in adobo sauce,chipotle chile in adobo sauce,"""11820"""
3350,1/4 teaspoon kosher salt,kosher salt,"""02047"""
3351,16 ounces of orange juice reduced by 1/2 in volume,of orange juice reduced by in volume,"""42270"""
3352,Juice of one lemon,juice of one lemon,"""09152"""
3353,1/2 cup peanut oil,peanut oil,"""44005"""
3354,1/4 cup rice wine vinegar,rice wine vinegar,"""04135"""
3355,3 cups self-rising flour,selfrising flour,"""20082"""
3356,1/2 cup sugar,sugar,"""19335"""
3357,12 ounces beer,beer,"""14006"""
3358,2 tablespoons melted butter,melted butter,"""01001"""
3359,1/2 cup dry red wine,dry red wine,"""14096"""
3360,1/4 cup minced shallots,minced shallots,"""11677"""
3361,1/2 teaspoon red wine vinegar,red wine vinegar,"""02068"""
3362,2 8-ounce Yukon Gold potatoes,yukon gold potatoes,"""11362"""
3363,Fine sea salt,fine sea salt,"""02047"""
3364,10 tablespoons (1 1/4 sticks) chilled unsalted butter divided,( sticks) chilled unsalted butter divided,"""01145"""
3365,2 tablespoons whole milk,whole milk,"""01077"""
3366,1/2 cup sour cream,sour cream,"""01056"""
3367,4 tablespoons chopped green onion tops divided,chopped green onion tops divided,"""11291"""
3368,4 ounces smoked salmon chopped,smoked salmon chopped,"""15077"""
3369,1/4 cup water,water,"""14411"""
3370,4 7- to 8-ounce skinless salmon fillets each cut lengthwise into 2 strips,toounce skinless salmon fillets each cut lengthwise into strips,"""15238"""
3371,Cracked black peppercorns,cracked black peppercorns,"""02030"""
3372,Chopped fresh chives,chopped fresh chives,"""11156"""
3373,1 whole boneless prime rib (12 to 15 pounds),whole boneless prime ( to pounds),"""13847"""
3381,1/4 cup olive oil,olive oil,"""44005"""
3382,3 cloves garlic pressed,cloves garlic pressed,"""11215"""
3383,1 large onion diced,onion diced,"""11282"""
3384,1/4 teaspoon dried rosemary,dried rosemary,"""02036"""
3385,1/2 teaspoon dried parsley flakes recipe follows,dried parsley flakes follows,"""02029"""
3386,3/4 teaspoon dried oregano preferably Greek,dried oregano preferably greek,"""02027"""
3387,3/4 teaspoon coarse salt,coarse salt,"""02047"""
3388,1 small dried hot red pepper minced,dried hot red pepper minced,"""02031"""
3389,4 chicken thighs and drumsticks about 3 pounds,chicken thighs and drumsticks,"""05674"""
3390,2 whole split chicken breasts about 1 3/4 pounds,whole split chicken breasts,"""05062"""
3391,2 chicken wings about 1/2 pound,chicken wings,"""05100"""
3392,1/2 cup red-wine vinegar,redwine vinegar,"""02068"""
3393,6 cups drained and seeded canned whole tomatoes halved,drained and seeded canned whole tomatoes halved,"""11529"""
3394,1/4 cup roughly chopped basil leaves,roughly chopped basil leaves,"""02044"""
3395,1/4 cup white wine,white wine,"""14106"""
3396,1/2 cup Gaeta olives pitted,gaeta olives pitted,"""09194"""
3397,6 small sweet red peppers cored seeded and cut in half or 2 red bell peppers cored seeded and cut into 1-inch strips,sweet red peppers cored seeded and cut in half or red bell peppers cored seeded and cut intoinch strips,"""11821"""
3398,4 ounces oyster mushrooms cleaned and trimmed,oyster mushrooms cleaned and trimmed,"""11987"""
3399,1 pound campanelle or penne rigate pasta cooked,campanelle or penne rigate pasta cooked,"""20420"""
3400,2 scoops vanilla ice cream,vanilla ice cream,"""19095"""
3401,1/2 cup whole milk,whole milk,"""01077"""
3402,1/8 slice apple pie frozen and then thawed 30 minutes,slice apple pie frozen and then thawed minutes,"""18302"""
3403,4 medium cloves garlic,cloves garlic,"""11215"""
3404,1 medium onion,onion,"""11282"""
3405,2 cups ketchup,ketchup,"""11935"""
3406,1 cup sour mash whiskey,sour mash whiskey,"""14037"""
3407,3/4 cup honey,honey,"""19296"""
3408,1/2 cup yellow mustard,yellow mustard,"""02046"""
3409,1/2 cup white vinegar,white vinegar,"""02053"""
3410,1/3 cup Worcestershire sauce,worcestershire sauce,"""06971"""
3411,1/4 cup lemon juice,lemon juice,"""09152"""
3412,1/4 cup steak sauce,steak sauce,"""27048"""
3413,1/4 cup unsulfured molasses,unsulfured molasses,"""19304"""
3414,1 teaspoon hot sauce such as Tabasco,hot sauce such as tabasco,"""06169"""
3415,1 cup packed dark brown sugar,packed dark brown sugar,"""19334"""
3416,2 tablespoons dark chile powder,dark chile powder,"""02009"""
3417,1 teaspoon kosher salt,kosher salt,"""02047"""
3418,1 teaspoon ground black pepper,ground black pepper,"""02030"""
3419,1 cup grated Pecorino Romano,grated pecorino romano,"""01033"""
3420,1/4 cup extra virgin olive oil,extra virgin olive oil,"""04708"""
3421,1 cooked carrot from stock,cooked carrot from stock,"""11124"""
3422,1 cup vegetable stock,vegetable stock,"""06615"""
3423,1 teaspoon fresh lemon juice,fresh lemon juice,"""09152"""
3424,4 skinless boneless chicken breast halves,skinless boneless chicken breast halves,"""05062"""
3425,1/2 teaspoon garlic powder,garlic powder,"""02020"""
3426,1/4 teaspoon ground black pepper,ground black pepper,"""02030"""
3427,1 tablespoon butter,butter,"""01001"""
3428,1 3/4 cups Swanson® Chicken Stock,swanson® chicken stock,"""06172"""
3429,1/2 teaspoon dried thyme leaves crushed,dried thyme leaves crushed,"""02042"""
3430,1 1/2 cups uncooked quick-cooking brown rice,uncooked quickcooking brown rice,"""20651"""
3431,1 cup frozen peas,frozen peas,"""11312"""
3432,2 tablespoons grated Parmesan cheese,grated parmesan cheese,"""01033"""
3433,1 medium jicama (about 3/4 pound),jicama (about pound),"""11603"""
3434,3 blood oranges,blood oranges,"""09201"""
