,index,original_text,filtered_text,NBD_tag
2992,3138,2 1/2 pounds boneless pork shoulder with some of the fat cut into 1-inch cubes,boneless pork shoulder with some of the fat cut intoinch cubes,"""10070"""
2993,3139,1 tablespoon fennel seeds,fennel seeds,"""02018"""
2994,3140,1 teaspoon caraway seeds optional,caraway seeds optional,"""02005"""
2995,3141,1 teaspoon salt,salt,"""02047"""
2996,3142,1/2 teaspoon pepper or more to taste,pepper or more to taste,"""02030"""
2997,3144,4 ounces garlic chive or garlic flavored goat cheese (recommend: Surfing Goat Dairy Rolling Green),garlic chive or garlic flavored goat cheese (recommend: surfing goat dairy rolling green),"""11156"""
2998,3145,1/2 cup mayonnaise,mayonnaise,"""42138"""
2999,3146,2 1/2 tablespoons finely minced fresh ginger,finely minced fresh ginger,"""11216"""
3000,3148,3 ounces spicy Hawaiian Portuguese sausage ( can substitute Portuguese Sausage or linguica),spicy hawaiian portuguese sausage ( substitute portuguese sausage or linguica),"""07036"""
3001,3149,2 pounds ground chuck,ground chuck,"""13786"""
3002,3150,1/3 cup minced ripe papaya,minced ripe papaya,"""09226"""
3003,3151,1/3 cup minced Maui onion or other sweet onion,minced maui onion or other sweet onion,"""11294"""
3004,3152,5 tablespoons Asian style spiced sea salt,asian style spiced sea salt,"""02047"""
3005,3153,2/3 cup sweet chili sauce,sweet chili sauce,"""06961"""
3006,3154,2 1/2 tablespoons shoyu (Japanese soy sauce) preferably Yamasa,shoyu (japanese soy sauce) preferably yamasa,"""16123"""
3007,3155,3 tablespoons macadamia nut oil (can substitute peanut oil),macadamia nut oil (can substitute peanut oil),"""04528"""
3008,3156,2 small Hass avocados pitted peeled and thinly sliced lengthwise,hass avocados pitted peeled and thinly sliced lengthwise,"""09038"""
3009,3157,1 1/2 tablespoons fresh lemon juice preferably Meyer,fresh lemon juice preferably meyer,"""09152"""
3010,3158,1/2 ripe papaya coarsely chopped,ripe papaya coarsely chopped,"""09226"""
3011,3159,5 cups chopped watercress,chopped watercress,"""11591"""
3012,3160,2 small Maui onions or other sweet onions thinly sliced and separated into rings,maui onions or other sweet onions thinly sliced and separated into rings,"""11294"""
3013,3161,2 Large cloves garlic minced,large cloves garlic minced,"""11215"""
3014,3162,1/4 teaspoon crushed red pepper flakes,crushed red pepper flakes,"""02031"""
3015,3163,2 Tablespoons shoyu (Japanese soy sauce) Preferably Yamasa,tablespoons shoyu (japanese soy sauce) preferably yamasa,"""16123"""
3016,3164,Vegetable oil for brushing on the grill rack,vegetable oil for brushing on the grill rack,"""04513"""
3017,3165,6 seeded hamburger buns or sandwich rolls split,seeded hamburger buns or sandwich rolls split,"""28288"""
3018,3166,8 1/3-inch-thick rounds red onion,inchthick rounds red onion,"""11282"""
3019,3167,8 large shiitake mushrooms stemmed,shiitake mushrooms stemmed,"""11238"""
3020,3168,8 red radishes trimmed halved,red radishes trimmed halved,"""11429"""
3021,3169,4 baby bok choy halved lengthwise,baby bok choy halved lengthwise,"""11116"""
3022,3170,1 large orange bell pepper cut lengthwise into 8 strips,orange bell pepper cut lengthwise into strips,"""11951"""
3023,3171,1 1/4 cups Mango-Sesame Dressing  divided,mangosesame dressing divided,"""04016"""
3024,3172,6 boneless chicken breast halves with skin,boneless chicken breast halves with skin,"""05062"""
3025,3173,Nonstick vegetable oil spray,nonstick vegetable oil spray,"""04679"""
3026,3174,8 large eggs,eggs,"""01123"""
3027,3175,1/4 teaspoon salt,salt,"""02047"""
3028,3176,1/2 teaspoon black pepper,black pepper,"""02030"""
3029,3177,1/4 cup olive oil,olive oil,"""44005"""
3030,3178,2 cups frozen shredded hash brown potatoes (from a 16-oz bag),frozen shredded hash brown potatoes (from aoz bag),"""11370"""
3031,3179,1 bunch scallions chopped (2 cups),bunch scallions chopped ( cups),"""11291"""
3032,3182,1 quart 40-percent whipping cream,quartpercent whipping cream,"""01053"""
3033,3183,2 cups canned pumpkin,canned pumpkin,"""11424"""
3034,3184,2 cups granulated sugar,granulated sugar,"""19335"""
3035,3185,2 cups brown sugar,brown sugar,"""19334"""
3036,3186,4 ounces pumpkin pie spice,pumpkin pie spice,"""11426"""
3037,3187,2 ounces vanilla extract,vanilla extract,"""02050"""
3038,3188,1 dozen eggs,dozen eggs,"""01123"""
3039,3189,1 vanilla bean seeds scraped,vanilla bean seeds scraped,"""02050"""
3040,3190,1 loaf French bread torn in pieces,loaf french bread torn in pieces,"""18029"""
3041,3191,4 tablespoons cornstarch,cornstarch,"""20027"""
3042,3192,1 quart 40-percent whipping cream,quartpercent whipping cream,"""01053"""
3043,3193,2 cups granulated sugar,granulated sugar,"""19335"""
3044,3194,1 stick butter,butter,"""01001"""
3045,3195,1 cup dark rum,dark rum,"""14050"""
3046,3196,1/4 cup dry bread crumbs,dry bread crumbs,"""18079"""
3047,3197,1/4 cup milk,milk,"""01077"""
3048,3198,1 medium onion finely diced,onion finely diced,"""11282"""
3049,3199,5 cloves garlic smashed,cloves garlic smashed,"""11215"""
3050,3200,1 egg,egg,"""01123"""
3051,3201,3 teaspoons fennel seed toasted,fennel seed toasted,"""02018"""
3052,3202,1 tablespoon kosher salt,kosher salt,"""02047"""
3053,3203,1 teaspoon black pepper,black pepper,"""02030"""
3054,3204,3/4 cup fresh flat-leaf parsley chopped,fresh flatleaf parsley chopped,"""11297"""
3055,3206,3/4 pound ground beef,ground beef,"""23572"""
3056,3207,3/4 pound ground veal,ground veal,"""17142"""
3057,3208,3/4 pound ground pork,ground pork,"""10219"""
3058,3210,1 cup balsamic vinegar,balsamic vinegar,"""02069"""
3059,3211,1 cup apple cider vinegar,apple cider vinegar,"""02048"""
3060,3212,1/4 cup blackstrap molasses,blackstrap molasses,"""19304"""
3061,3213,1/4 cup corn syrup,corn syrup,"""19351"""
3062,3214,1/3 cup shallots minced,shallots minced,"""11677"""
3063,3215,2 tablespoons finely chopped tarragon leaves,finely chopped tarragon leaves,"""02041"""
3064,3216,1 tablespoon chipotle peppers,chipotle peppers,"""11819"""
3065,3217,1/2 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3066,3218,1/2 teaspoon sambal oelek*,sambal oelek,"""06961"""
3067,3219,1/4 cup dried dates pitted and chopped,dried dates pitted and chopped,"""09421"""
3068,3220,1/4 cup tomato paste,tomato paste,"""11546"""
3069,3221,1/4 cup brown sugar,brown sugar,"""19334"""
3070,3222,1 tablespoon soy sauce,soy sauce,"""16124"""
3071,3223,1 1/2 teaspoons minced garlic,minced garlic,"""11215"""
3072,3224,1 1/2 teaspoons tamarind paste*,tamarind paste,"""09437"""
3073,3225,1 teaspoon Dijon mustard,dijon mustard,"""02046"""
3074,3226,1 teaspoon kosher salt,kosher salt,"""02047"""
3075,3227,1 pinch baking soda,baking soda,"""18372"""
3076,3228,2 cucumbers peeled seeded and finely diced (about 4 cups),cucumbers peeled seeded and finely diced (about cups),"""11205"""
3077,3229,1 large onion finely diced,onion finely diced,"""11282"""
3078,3230,1 small hot pepper seeded finely diced,hot pepper seeded finely diced,"""11819"""
3079,3231,1 teaspoon kosher salt,kosher salt,"""02047"""
3080,3232,3/4 cup sugar,sugar,"""19335"""
3081,3233,1/2 cup white vinegar,white vinegar,"""02053"""
3082,3234,2 teaspoons mustard seed,mustard seed,"""02024"""
3083,3235,1 teaspoon celery seed,celery seed,"""02007"""
3084,3236,1/4 teaspoon ground cloves,ground cloves,"""02011"""
3085,3237,1/2 teaspoon turmeric,turmeric,"""02043"""
3086,3238,8 large tomatoes cored and seeded,tomatoes cored and seeded,"""11529"""
3087,3239,2 teaspoons coarse salt,coarse salt,"""02047"""
3088,3240,1/2 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3089,3241,1 pound fettuccine,fettuccine,"""20420"""
3090,3242,1 pound medium shrimp peeled and deveined,shrimp peeled and deveined,"""15270"""
3091,3243,1 teaspoon crushed red pepper flakes,crushed red pepper flakes,"""02031"""
3092,3245,1/2 cup tequila,tequila,"""14037"""
3093,3246,1 avocado seed removed peeled and diced,avocado seed removed peeled and diced,"""09038"""
3094,3247,1 bunch cilantro chopped,bunch cilantro chopped,"""11165"""
3095,3248,4 ounces dried rice vermicelli,dried rice vermicelli,"""43114"""
3096,3249,12 sheets banh trang rice papers or spring roll wrap 8- inches round,sheets banh trang rice papers or spring roll wrap round,"""18368"""
3097,3250,12 leaves Boston lettuce ribs removed (substitution: oak leaf lettuce),leaves boston lettuce removed (substitution: oak leaf lettuce),"""11253"""
3098,3251,1 small cucumber peeled halved lengthwise seeded and thinly sliced in half moons,cucumber peeled halved lengthwise seeded and thinly sliced in half moons,"""11205"""
3099,3252,3 medium carrots peeled and julienned,carrots peeled and julienned,"""11124"""
3100,3253,8 ounces boneless skinless cooked chicken breast,boneless skinless cooked chicken breast,"""05062"""
3101,3254,3 scallions cut into 1-inch long pieces and julienned,scallions cut intoinch long pieces and julienned,"""11291"""
3102,3255,24 large mint leaves,mint leaves,"""02064"""
3103,3257,2 tablespoons vegetable oil,vegetable oil,"""04513"""
3104,3258,1 1/2 to 2 tablespoons red curry paste,to red curry paste,"""02015"""
3105,3260,1 1/2 cups unsalted roasted peanuts finely ground,unsalted roasted peanuts finely ground,"""16390"""
3106,3261,1/4 cup palm sugar (substitution: granulated sugar),palm sugar (substitution: granulated sugar),"""19335"""
3107,3262,2 cups unsweetened coconut milk,unsweetened coconut milk,"""12117"""
3108,3263,2 cups low-sodium chicken broth,lowsodium chicken broth,"""06970"""
3109,3264,1/2 cup tamarind concentrate,tamarind concentrate,"""09437"""
3110,3265,3 tablespoons hoisin sauce,hoisin sauce,"""06175"""
3111,3266,1/2 cup packed fresh Thai basil leaves minced,packed fresh thai basil leaves minced,"""02044"""
3112,3267,1/2 cup packed fresh cilantro leaves minced,packed fresh cilantro leaves minced,"""11165"""
3113,3268,3 cups stale French bread cut in 3/4-inch cubes,stale french bread cut ininch cubes,"""18349"""
3114,3269,2 cups milk,milk,"""01077"""
3115,3270,2 eggs,eggs,"""01123"""
3116,3271,1 cup sugar,sugar,"""19335"""
3117,3272,1 tablespoon vanilla extract,vanilla extract,"""02050"""
3118,3273,1/2 teaspoon cinnamon,cinnamon,"""02010"""
3119,3274,1/4 teaspoon nutmeg,nutmeg,"""02025"""
3120,3275,4 tablespoons butter melted and slightly cooled,butter melted and slightly cooled,"""01001"""
3121,3276,1/2 cup sultana raisins,sultana raisins,"""09299"""
3122,3277,2 egg yolks,egg yolks,"""01125"""
3123,3278,1 stick butter not margarine,butter not margarine,"""01001"""
3124,3279,1 cup sugar,sugar,"""19335"""
3125,3280,1/3 cup bourbon whiskey to taste,bourbon whiskey to taste,"""14037"""
3126,3281,2 cups hot water,hot water,"""14411"""
3127,3283,1/2 cup chocolate syrup,chocolate syrup,"""19924"""
3128,3284,2 teaspoons instant espresso (recommended: Medaglia Doro),instant espresso (recommended: medaglia doro),"""14214"""
3129,3285,2 tablespoons hazelnut liqueur (recommended: Frangelico),hazelnut liqueur (recommended: frangelico),"""14037"""
3130,3286,Fresh raspberries for garnish,fresh raspberries for,"""09302"""
3131,3287,4 tablespoons unsalted butter,unsalted butter,"""01145"""
3132,3288,1 cup frozen corn kernels thawed,frozen corn kernels thawed,"""11774"""
3133,3289,1 medium onion cut into 1/4-inch dice,onion cut intoinch dice,"""11282"""
3134,3290,1 red pepper seeded cut into 1/4-inch dice,red pepper seeded cut intoinch dice,"""11821"""
3135,3291,4 cloves garlic peeled and minced,cloves garlic peeled and minced,"""11215"""
3136,3292,1 tablespoon plus 1 teaspoon kosher salt,plus kosher salt,"""02047"""
3137,3293,2 teaspoons cumin,cumin,"""02014"""
3138,3294,2 teaspoons chile powder,chile powder,"""02009"""
3139,3295,1/2 teaspoon cayenne pepper,cayenne pepper,"""02031"""
3140,3296,1/4 all-purpose flour,allpurpose flour,"""20581"""
3141,3297,4 cups milk cold,milk cold,"""01077"""
3142,3298,2 cups shredded cheddar,shredded cheddar,"""01270"""
3143,3299,1 cup shredded Monterey Jack,shredded monterey jack,"""01025"""
3144,3300,1/2 cup scallions thinly sliced,scallions thinly sliced,"""11291"""
3145,3301,1 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3146,3302,1 pound mini rigatoni cooked al dente according to package directions,mini rigatoni cooked al dente according to package directions,"""20420"""
3147,3303,1/2 cup panko breadcrumbs,panko breadcrumbs,"""18376"""
3148,3304,1/2 cup crumbled cotija cheese for garnish,crumbled cotija cheese for,"""01267"""
3149,3305,1/4 cup cilantro leaves minced for garnish,cilantro leaves minced for,"""11165"""
3150,3306,1/4 cup pickled jalapenos drained minced for garnish,pickled jalapenos drained minced for,"""31034"""
3151,3307,1 bottle white wine (Spanish table wine),bottle white wine (spanish table wine),"""14106"""
3152,3308,3 ounces brandy,brandy,"""14037"""
3153,3309,2 ounces triple sec,triple sec,"""14037"""
3154,3310,1 cup orange juice,orange juice,"""42270"""
3155,3311,1 cup pineapple juice,pineapple juice,"""09409"""
3156,3312,2 ounces simple syrup (equal parts sugar and water brought to a boil for 2 minutes in a small saucepan) and cooled,simple syrup (equal parts sugar and water brought to a boil for minutes in a saucepan) and cooled,"""14637"""
3157,3313,3 ounces white peach puree (peel peaches remove pit and puree in a blender with a small amount of water),white peach puree (peel peaches remove pit and puree in a blender with a amount of water),"""09370"""
3158,3314,Fresh peaches oranges and apples sliced,fresh peaches oranges and apples sliced,"""09236"""
3159,3315,1 clove garlic peeled,clove garlic peeled,"""11215"""
3160,3316,Kosher salt,kosher salt,"""02047"""
3161,3317,1 1/2 pounds vine-ripened tomatoes preferably heirloom varieties roughly chopped,vineripened tomatoes preferably heirloom varieties roughly chopped,"""11529"""
3162,3318,8 ounces cucumbers peeled seeded and roughly chopped,cucumbers peeled seeded and roughly chopped,"""11205"""
3163,3319,2 scallions (white and green parts) roughly chopped,scallions (white and green parts) roughly chopped,"""11291"""
3164,3320,1/2 green bell pepper cored seeded and roughly chopped,green bell pepper cored seeded and roughly chopped,"""11333"""
3165,3321,1/4 jalapeno stemmed and roughly chopped (with seeds if you like the heat),jalapeno stemmed and roughly chopped (with seeds if you like the heat),"""11979"""
3166,3322,1/4 cup roughly chopped fresh flat-leaf parsley,roughly chopped fresh flatleaf parsley,"""11297"""
3167,3323,2 tablespoons roughly chopped fresh mint,roughly chopped fresh mint,"""02064"""
3168,3324,Freshly ground black pepper,freshly ground black pepper,"""02030"""
3169,3325,2 tablespoons extra-virgin olive oil plus more for garnish,extravirgin olive oil plus more for,"""44005"""
3170,3326,1 tablespoon sherry vinegar,sherry vinegar,"""02068"""
3171,3327,1 1/2 cups chilled low-sodium tomato juice,chilled lowsodium tomato juice,"""11886"""
3172,3328,4 ice cubes,ice cubes,"""14411"""
3173,3329,4 tablespoons cubed cucumber for garnish optional,cubed cucumber for optional,"""11205"""
3174,3330,3 cloves garlic,cloves garlic,"""11215"""
3175,3331,1 cup packed cilantro leaves,packed cilantro leaves,"""11165"""
3176,3333,2 teaspoons ground cumin,ground cumin,"""02014"""
3177,3334,1 1/2 teaspoons kosher salt,kosher salt,"""02047"""
3178,3335,1 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
3179,3336,1/4 cup tequila,tequila,"""14037"""
3180,3337,1 pound tilapia fillets,tilapia fillets,"""15261"""
3181,3338,1 tablespoon olive oil,olive oil,"""44005"""
3182,3339,8 (7-inch) round Flour Tortillas recipe follows,(inch) round flour tortillas follows,"""18363"""
3183,3341,Shredded red cabbage,shredded red cabbage,"""11112"""
3184,3342,Lime wedges,lime wedges,"""09160"""
3185,3343,9 ounces all-purpose flour plus 1/4 cup for kneading and rolling,allpurpose flour plus for kneading and rolling,"""20581"""
3186,3344,1 teaspoon kosher salt,kosher salt,"""02047"""
3187,3345,1/3 cup lard,lard,"""04002"""
3188,3346,1/2 cup cool water,cool water,"""14411"""
3189,3347,1 cup heavy cream,heavy cream,"""01053"""
3190,3348,1 tablespoon buttermilk,buttermilk,"""01230"""
3191,3349,1 chipotle chile in adobo sauce,chipotle chile in adobo sauce,"""11820"""
3192,3350,1/4 teaspoon kosher salt,kosher salt,"""02047"""
3193,3351,16 ounces of orange juice reduced by 1/2 in volume,of orange juice reduced by in volume,"""42270"""
3194,3352,Juice of one lemon,juice of one lemon,"""09152"""
3195,3353,1/2 cup peanut oil,peanut oil,"""44005"""
3196,3354,1/4 cup rice wine vinegar,rice wine vinegar,"""04135"""
3197,3355,3 cups self-rising flour,selfrising flour,"""20082"""
3198,3356,1/2 cup sugar,sugar,"""19335"""
3199,3357,12 ounces beer,beer,"""14006"""
3200,3358,2 tablespoons melted butter,melted butter,"""01001"""
3201,3359,1/2 cup dry red wine,dry red wine,"""14096"""
3202,3360,1/4 cup minced shallots,minced shallots,"""11677"""
3203,3361,1/2 teaspoon red wine vinegar,red wine vinegar,"""02068"""
3204,3362,2 8-ounce Yukon Gold potatoes,yukon gold potatoes,"""11362"""
3205,3363,Fine sea salt,fine sea salt,"""02047"""
3206,3364,10 tablespoons (1 1/4 sticks) chilled unsalted butter divided,( sticks) chilled unsalted butter divided,"""01145"""
