,original_text,NDB_ID,Description
3257,1 teaspoon sea salt,"""02047""","salt, table"
3258,1/4 to 1/2 dried habanero chile stemmed seeded and finely chopped or cayenne pepper to taste,"""11819""","peppers, hot chili, red, raw"
3259,3 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
3260,Juice of one lime,"""09160""","lime juice, raw"
3261,1 bunch cilantro leaves washed,"""11165""","coriander (cilantro) leaves, raw"
3262,1 bunch mint leaves washed,"""02064""","peppermint, fresh"
3263,2 heads garlic unpeeled and halved crosswise plus 6 cloves garlic,"""11215""","garlic, raw"
3264,2 tablespoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
3265,Kosher salt,"""02047""","salt, table"
3266,4 to 4 1/2 pounds brisket,"""13023""","beef, brisket, whole, separable lean only, all grades, raw"
3267,Freshly ground pepper,"""02030""","spices, pepper, black"
3268,1 tablespoon smoked paprika,"""02028""","spices, paprika"
3269,1 tablespoon chili powder,"""02009""","spices, chili powder"
3270,3 tablespoons canola oil,"""04582""","oil, canola"
3271,3 large red onions halved and thinly sliced,"""11282""","onions, raw"
3272,1/4 cup packed dark brown sugar,"""19334""","sugars, brown"
3273,2 tablespoons apple cider vinegar,"""02048""","vinegar, cider"
3274,1 cup dry red wine,"""14096""","alcoholic beverage, wine, table, red"
3275,2 cups beef stock,"""06170""","soup, stock, beef, home-prepared"
3276,2 bay leaves,"""02004""","spices, bay leaf"
3277,16 to 20 small flour tortillas,"""18363""","tortillas, ready-to-bake or -fry, corn"
3278,2 tbsp. Goya® Extra Virgin Olive Oil,"""04708""","mayonnaise, reduced fat, with olive oil"
3279,1/2 medium yellow onion chopped (about 1/2 cup),"""11294""","onions, sweet, raw"
3280,1 tbsp. Goya® Minced Garlic or 6 cloves garlic finely chopped,"""11215""","garlic, raw"
3281,1 tsp. dried oregano,"""02027""","spices, oregano, dried"
3282,1 tsp. dried thyme,"""02042""","spices, thyme, dried"
3283,1 tsp. cornstarch,"""20027""",cornstarch
3284,1 cup white wine,"""14106""","alcoholic beverage, wine, table, white"
3285,1 packet Goya® Chicken Bouillon,"""06080""","soup, chicken broth or bouillon, dry"
3286,1 tsp. sugar,"""19335""","sugars, granulated"
3287,1 can (15.5 oz.) Goya® Cannellini Beans drained and rinsed,"""16032""","beans, kidney, red, mature seeds, raw"
3288,1 can (15.5 oz.) Goya® Red Kidney Beans drained and rinsed,"""16032""","beans, kidney, red, mature seeds, raw"
3289,1 box (10 oz.) spinach fettuccine cooked according to package directions,"""20095""","pasta, fresh-refrigerated, spinach, as purchased"
3290,Fresh thyme leaves (optional),"""02049""","thyme, fresh"
3291,1/4 cup Creole mustard* or other coarse-grain mustard,"""02046""","mustard, prepared, yellow"
3292,1/4 cup white-wine vinegar,"""02053""","vinegar, distilled"
3293,2/3 cup plus 1/4 cup vegetable oil,"""04513""","vegetable oil, palm kernel"
3294,3 tablespoons minced fresh flat-leaf parsley,"""11297""","parsley, fresh"
3295,2 1/2 tablespoons drained bottled horseradish,"""02055""","horseradish, prepared"
3296,2 1/2 tablespoons minced dill pickle,"""11937""","pickles, cucumber, dill or kosher dill"
3297,2 tablespoons minced scallion greens,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3298,2 teaspoons paprika (not hot),"""02028""","spices, paprika"
3299,1 1/2 teaspoons cayenne,"""02031""","spices, pepper, red or cayenne"
3300,2 1/4 teaspoons salt,"""02047""","salt, table"
3301,1 teaspoon black pepper,"""02030""","spices, pepper, black"
3302,3 lb large shrimp in shell (21 to 25 per lb),"""15270""","crustaceans, shrimp, raw"
3303,1 tablespoon coconut oil,"""04047""","oil, coconut"
3304,1 small red onion roughly diced,"""11282""","onions, raw"
3305,1 small zucchini cut into 1/3-inch pieces,"""11477""","squash, summer, zucchini, includes skin, raw"
3306,1 small eggplant cut into 1/3-inch pieces,"""11209""","eggplant, raw"
3307,1 sprig of thyme,"""02049""","thyme, fresh"
3308,1 tablespoon tomato paste,"""11546""","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)"
3309,2 teaspoons balsamic vinegar,"""02069""","vinegar, balsamic"
3310,2 skinless salmon fillets (about 8 oz each),"""15238""","fish, salmon, coho, farmed, raw"
3311,8 ounces chive and onion cream cheese softened,"""11156""","chives, raw"
3312,1 teaspoon hot pepper sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
3313,1 teaspoon Worcestershire sauce,"""06971""","sauce, worcestershire"
3314,2 tablespoons chopped fresh dill,"""02045""","dill weed, fresh"
3315,2 tablespoons white wine,"""14106""","alcoholic beverage, wine, table, white"
3316,1 cup crabmeat chopped,"""15143""","crustaceans, crab, dungeness, raw"
3317,1 cup cooked shrimp chopped,"""15270""","crustaceans, shrimp, raw"
3318,1/4 cup shredded Parmesan,"""01033""","cheese, parmesan, hard"
3319,1 loaf sourdough round bread or baguette cut into 16 slices,"""18029""","bread, french or vienna (includes sourdough)"
3320,Olive oil,"""44005""","oil, corn, peanut, and olive"
3321,3 sweet potatoes cooked,"""11507""","sweet potato, raw, unprepared (includes foods for usda's food distribution program)"
3322,1 cup fresh basil packed,"""02044""","basil, fresh"
3323,2 cloves garlic,"""11215""","garlic, raw"
3324,1 tablespoon SimplyNature Organic Wildflower Honey,"""19296""",honey
3325,¼ teaspoon Stonemill Crushed Red Pepper,"""02031""","spices, pepper, red or cayenne"
3326,2 teaspoons Stonemill Iodized Salt plus additional to taste,"""02047""","salt, table"
3327,¼ teaspoon Stonemill Ground Black Pepper,"""02030""","spices, pepper, black"
3328,¾ cup Carlini Pure Olive Oil,"""44005""","oil, corn, peanut, and olive"
3329,1 cup SimplyNature Organic Quinoa cooked,"""20137""","quinoa, cooked"
3330,½ cup shaved Brussels sprouts,"""11098""","brussels sprouts, raw"
3331,¼ cup Southern Grove Sliced Almonds toasted,"""12061""","nuts, almonds"
3332,¼ cup Southern Grove Dried Cranberries,"""09079""","cranberries, dried, sweetened (includes foods for usda's food distribution program)"
3333,½ cup shredded SimplyNature Organic Baby Kale,"""11233""","kale, raw"
3334,½ cup Priano Shredded Parmesan Cheese,"""01033""","cheese, parmesan, hard"
3335,Extra-virgin olive oil as needed,"""44005""","oil, corn, peanut, and olive"
3336,2 pounds boneless lamb shoulder or leg cut into 1/2-inch dice,"""17322""","lamb, australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw"
3337,Kosher salt,"""02047""","salt, table"
3338,1/2 cup flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3339,2 large leeks white part only cut into 1/2-inch dice,"""11246""","leeks, (bulb and lower leaf-portion), raw"
3340,3 ribs celery cut into 1/4-inch dice,"""11143""","celery, raw"
3341,3 carrots peeled and cut into 1/4-inch dice,"""11124""","carrots, raw"
3342,2 cloves garlic smashed and finely chopped,"""11215""","garlic, raw"
3343,1/4 cup tomato paste,"""11546""","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)"
3344,1 cup red wine,"""14096""","alcoholic beverage, wine, table, red"
3345,3 to 4 cups chicken stock,"""06172""","soup, stock, chicken, home-prepared"
3346,2 bay leaves,"""02004""","spices, bay leaf"
3347,1 bundle fresh thyme,"""02049""","thyme, fresh"
3348,2 pounds Yukon gold potatoes cut into 1-inch dice,"""11362""","potatoes, raw, skin"
3349,3/4 to 1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
3350,2 to 3 tablespoons cold butter,"""01001""","butter, salted"
3351,1 cup frozen peas,"""11304""","peas, green, raw"
3352,"1 hot dog roll toasted (recommended: """"New England-style"""" hot dog roll no crust split on top)","""28288""","bread, roll, mexican, bollilo"
3353,2 to 3 leaves lettuce,"""11253""","lettuce, green leaf, raw"
3354,3 to 4 ounces freshly picked lobster meat (1 lobsters worth),"""15147""","crustaceans, lobster, northern, raw"
3355,1 teaspoon mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
3356,4 cups all-purpose flour plus more for dusting,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3357,4 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3358,1 teaspoon baking soda,"""18372""","leavening agents, baking soda"
3359,1 teaspoon salt,"""02047""","salt, table"
3360,12 tablespoons cold unsalted butter cut into small pieces plus more for greasing,"""01145""","butter, without salt"
3361,1 1/2 cups cold buttermilk,"""01230""","milk, buttermilk, fluid, whole"
3362,1/2 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
3363,2 teaspoons freshly ground black pepper not super fine and not coarse somewhere in between,"""02030""","spices, pepper, black"
3364,2 tablespoons melted butter,"""01001""","butter, salted"
3365,1 pint soy sauce (2 cups),"""16124""",soy sauce made from soy (tamari)
3366,1 head garlic peeled and coarsely chopped,"""11215""","garlic, raw"
3367,1 knob ginger peeled and thinly sliced,"""11216""","ginger root, raw"
3368,1 large onion thinly sliced,"""11282""","onions, raw"
3369,3 pounds sirloin tip sliced into 3/4-inch thick steaks,"""13954""","beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"
3370,1 fresh pineapple,"""09266""","pineapple, raw, all varieties"
3371,3 tablespoons butter,"""01001""","butter, salted"
3372,1 cup unsalted butter,"""01145""","butter, without salt"
3373,1 cup sugar,"""19335""","sugars, granulated"
3374,1 cup cooked pureed pumpkin (fresh or canned),"""11422""","pumpkin, raw"
3375,1 egg,"""01123""","egg, whole, raw, fresh"
3376,1 teaspoon pure vanilla extract,"""02050""",vanilla extract
3377,2 cups unbleached allpurpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3378,1 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3379,1/2 teaspoon baking soda,"""18372""","leavening agents, baking soda"
3380,1/2 teaspoon salt,"""02047""","salt, table"
3381,1 teaspoon cinnamon,"""02010""","spices, cinnamon, ground"
3382,1/2 teaspoon freshly grated nutmeg,"""02025""","spices, nutmeg, ground"
3383,1 cup walnuts coarsely chopped,"""12155""","nuts, walnuts, english"
3384,1 cup raisins,"""09299""","raisins, seeded"
3385,2 cups sifted confectioners sugar,"""19335""","sugars, granulated"
3386,1/4 cup butter softened,"""01001""","butter, salted"
3387,1 teaspoon vanilla,"""02050""",vanilla extract
3388,3 tablespoons whipping cream fresh orange juice or rum,"""01053""","cream, fluid, heavy whipping"
3389,3/4 cup balsamic vinegar,"""02069""","vinegar, balsamic"
3390,1/2 cup corn oil or other neutral oil such as grapeseed or canola,"""42289""","oil, corn and canola"
3391,1/4 cup Worcestershire sauce,"""06971""","sauce, worcestershire"
3392,2 shallots roughly chopped,"""11677""","shallots, raw"
3393,2 garlic cloves,"""11215""","garlic, raw"
3394,1 tablespoon cayenne pepper,"""02031""","spices, pepper, red or cayenne"
3395,1 tablespoon chopped fresh cilantro leaves,"""11165""","coriander (cilantro) leaves, raw"
3396,1 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
3397,1 tablespoon kosher salt,"""02047""","salt, table"
3398,4 pounds skirt steak cleaned of all exterior fat and connective tissue,"""23217""","beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw"
3399,1 tablespoon unsalted butter,"""01145""","butter, without salt"
3400,1/4 cup graham cracker crumbs,"""18173""","cookies, graham crackers, plain or honey (includes cinnamon)"
3401,3/4 cup cream cheese softened,"""01017""","cheese, cream"
3402,1/4 cup plus 2 tablespoons sugar,"""19335""","sugars, granulated"
3403,1/4 teaspoon vanilla,"""02050""",vanilla extract
3404,1/4 teaspoon almond extract,"""04529""","oil, almond"
3405,1 large egg,"""01123""","egg, whole, raw, fresh"
3406,1 cup blueberries picked over,"""09050""","blueberries, raw"
3407,1/3 cup water,"""14411""","beverages, water, tap, drinking"
3408,2 teaspoons cornstarch dissolved in 1 tablespoon water,"""14411""","beverages, water, tap, drinking"
3409,Fresh lemon juice to taste,"""09152""","lemon juice, raw"
3410,2 teaspoons vanilla extract,"""02050""",vanilla extract
3411,2 cups rolled oats,"""08120""","cereals, oats, regular and quick, not fortified, dry"
3412,1/2 cup butter,"""01001""","butter, salted"
3413,1/2 cup smooth peanut butter,"""16167""","peanut butter, smooth (includes foods for usda's food distribution program)"
3414,1 cup sugar,"""19335""","sugars, granulated"
3415,1 cup brown sugar,"""19334""","sugars, brown"
3416,2 cups flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3417,1 teaspoon baking soda,"""18372""","leavening agents, baking soda"
3418,12 ounces chocolate chips,"""19120""","candies, milk chocolate"
3419,1/2 teaspoon salt,"""02047""","salt, table"
3420,8 ounces semisweet chocolate grated,"""19080""","candies, semisweet chocolate"
3421,2 eggs,"""01123""","egg, whole, raw, fresh"
3422,1 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3423,8 large egg yolks,"""01125""","egg, yolk, raw, fresh"
3424,1/2 cup sugar,"""19335""","sugars, granulated"
3425,Pinch salt,"""02047""","salt, table"
3426,3/4 cup Marsala,"""14096""","alcoholic beverage, wine, table, red"
3427,1/4 cup Sherry,"""14096""","alcoholic beverage, wine, table, red"
3428,1 1/2 cups heavy whipping cream soft peaks,"""01053""","cream, fluid, heavy whipping"
3429,2 1/2 cups flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3430,5 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3431,Pinch salt,"""02047""","salt, table"
3432,10 large eggs separated,"""01123""","egg, whole, raw, fresh"
3433,2 1/2 cups sugar,"""19335""","sugars, granulated"
3434,1/2 cup plus 2 tablespoons boiling water,"""14411""","beverages, water, tap, drinking"
3435,2 teaspoons vanilla extract,"""02050""",vanilla extract
3436,1 1/2 cups heavy whipping cream,"""01053""","cream, fluid, heavy whipping"
3437,1/4 cup sugar,"""19335""","sugars, granulated"
3438,1 cup chocolate shavings,"""19120""","candies, milk chocolate"
3439,3/4 cup crushed amaretto cookies,"""18204""","cookies, sugar, commercially prepared, regular (includes vanilla)"
3440,1 3 3/4-pound whole chicken halved backbone removed,"""05011""","chicken, broilers or fryers, meat only, raw"
3441,6 1-ounce slices pancetta,"""10123""","pork, cured, bacon, unprepared"
3442,1 1/2 cups dry white wine,"""14106""","alcoholic beverage, wine, table, white"
3443,1/2 cup balsamic vinegar,"""02069""","vinegar, balsamic"
3444,3 tablespoons finely chopped garlic,"""11215""","garlic, raw"
3445,2 teaspoons minced fresh rosemary,"""02063""","rosemary, fresh"
3446,1/4 cup olive oil (preferably extra-virgin),"""44005""","oil, corn, peanut, and olive"
3447,Fresh rosemary sprigs (optional),"""02063""","rosemary, fresh"
3448,2 1/2 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3449,1 teaspoon baking soda,"""18372""","leavening agents, baking soda"
3450,1/2 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3451,1 teaspoon salt,"""02047""","salt, table"
3452,2 sticks (1 cup) unsalted butter,"""01145""","butter, without salt"
3453,1 cup granulated sugar,"""19335""","sugars, granulated"
3454,1/2 cup firmly packed brown sugar,"""19334""","sugars, brown"
3455,2 large eggs,"""01123""","egg, whole, raw, fresh"
3456,6 ounces fine-quality bittersweet chocolate chopped coarse,"""19120""","candies, milk chocolate"
3457,18 caramels such as Kraft chopped coarse (about 1 cup),"""19074""","candies, caramels"
3458,1 cup coarsely chopped pecans,"""12142""","nuts, pecans"
3459,2 1/2 pounds russet potatoes peeled cubed,"""11353""","potatoes, russet, flesh and skin, raw (includes foods for usda's food distribution program)"
3460,2 1/2 pounds butternut squash peeled seeded cubed,"""11485""","squash, winter, butternut, raw"
3461,8 large garlic cloves,"""11215""","garlic, raw"
3462,1/4 pound (1 stick) margarine room temperature,"""04611""","margarine, regular, 80% fat, composite, tub, with salt"
