,Description,NDB_NO_tags
4134,2.0 teaspoons whipping cream,"""01053"""
4135,1.0 stick unsalted butter,"""01145"""
4136,0.25 cup sugar,"""19335"""
4137,1.0 teaspoon vanilla extract,"""02050"""
4138,1.0 whole egg yolk,"""01125"""
4139,1.25 cups cake flour,"""20084"""
4140,0.5 pound almond paste,"""12071"""
4141,0.333333333333 cup sugar,"""19335"""
4142,1.0 whole egg yolk,"""01125"""
4143,0.5 stick soft butter,"""01145"""
4144,2.0 whole eggs,"""01123"""
4145,0.25 cup all-purpose flour,"""20581"""
4146,1.0 pint strawberries hulled ,"""09316"""
4147,0.5 cup almonds,"""12061"""
4148,0.5 cups whole berries,"""09316"""
4149,12.0 ounces crab meat,"""15143"""
4150,1.0 tablespoon chives,"""11156"""
4151,1.0 tablespoon tomatoes ,"""11529"""
4152,0.25 cup mayonnaise,"""42138"""
4153,1.0 tablespoon lemon juice,"""09152"""
4154,2.0 tablespoons basic vinaigrette ,"""04135"""
4155,1 teaspoon salt,"""02047"""
4156,1 teaspoon black pepper,"""02030"""
4157,3.0 whole to green tomatoes,"""11527"""
4158,2.0 tablespoons lemon oil,"""04708"""
4159,1 teaspoon salt,"""02047"""
4160,1 teaspoon black pepper,"""02030"""
4161,4.0 whole tomatoes,"""11529"""
4162,2.0 tablespoons olive oil,"""44005"""
4163,3.0 tablespoons banyuls vinegar,"""02068"""
4164,1 teaspoon salt,"""02047"""
4165,1 teaspoon black pepper,"""02030"""
4166,4.0 tablespoons butter,"""01001"""
4167,0.25 cup honey,"""19296"""
4168,1.5 cups all-purpose flour,"""20581"""
4169,0.5 cup whole-wheat flour,"""20080"""
4170,0.5 teaspoon baking soda,"""18372"""
4171,0.5 teaspoon salt,"""02047"""
4172,0.25 teaspoon ground cinnamon,"""02010"""
4173,2.0 cups buttermilk,"""01230"""
4174,2.0 whole eggs,"""01123"""
4175,4.0 tablespoons butter,"""01001"""
4176,1.0 tablespoon honey,"""19296"""
4177,8.0 tablespoons unsalted butter,"""01145"""
4178,1.0 cup sugar,"""19335"""
4179,0.5 whole vanilla bean,"""02050"""
4180,1 stick cinnamon,"""02010"""
4181,1.0 tablespoon vanilla brandy,"""14037"""
4182,1.0 tablespoon lemon juice,"""09152"""
4183,6.0 whole peaches,"""09236"""
4184,2.0 whole sheets puff pastry,"""18337"""
4185,4.0 whole fresh long red chilies such as anaheim,"""11819"""
4186,2.0 whole fresh thai bird chilies,"""11819"""
4187,3.0 inches fresh ginger ,"""11216"""
4188,8.0 whole garlic cloves,"""11215"""
4189,1.0 whole bunch of flat leaf parsley leaves only,"""11297"""
4190,2.0 tablespoons sea salt,"""02047"""
4191,0.25 cup olive oil ,"""44005"""
4192,1.0 whole bone in goat shoulder,"""17168"""
4193,2.0 pounds fresh cranberry,"""09525"""
4194,4 ounce bacon,"""10123"""
4195,1.0 whole clove garlic,"""11215"""
4196,1.5 whole onion,"""11282"""
4197,2.0 sprigs fresh thyme,"""02049"""
4198,1.0 whole dried bay leaf,"""02004"""
4199,5.0 cups chicken stock,"""06172"""
4200,1.0 pound tomatoes,"""11529"""
4201,2.0 tablespoons dark molasses,"""19304"""
4202,1 teaspoon salt,"""02047"""
4203,1 teaspoon black pepper,"""02030"""
4204,1 teaspoon black pepper,"""02030"""
4205,3.0 whole scallions,"""11291"""
4206,1.0 pound ziti noodles,"""20420"""
4207,1.5 pound sweet turkey sausage cut into 1/2-inch thick slices,"""07955"""
4208,2.0 cans tomatoes with seasonings ,"""11529"""
4209,2.0 teaspoons dried thyme,"""02042"""
4210,2.0 teaspoons dried rosemary,"""02036"""
4211,4.0 cups part-skim mozzarella cheese reserve 1 cup for topping,"""01028"""
4212,1.0 teaspoon garlic powder,"""02020"""
4213,0.5 cup parmesan,"""01033"""
4214,2 cups pear juice,"""43408"""
4215,0.5 whole lemon juice,"""09152"""
4216,2.0 tablespoons cider vinegar,"""02048"""
4217,0.5 teaspoon maple syrup,"""19353"""
4218,0.5 teaspoon dijon mustard,"""02046"""
4219,0.5 cup canola oil,"""04582"""
4220,1 tablespoon water,"""14411"""
4221,1 teaspoon salt,"""02047"""
4222,1 teaspoon black pepper,"""02030"""
4223,2.0 teaspoons olive oil,"""44005"""
4224,0.25 cup pine nuts,"""12147"""
4225,4.0 whole endives,"""11213"""
4226,2.0 cups red grapes,"""09132"""
4227,2.0 whole pears,"""09252"""
4228,0.5 cup mimolette cheese,"""01033"""
4229,2.0 whole heads of garlic separated into cloves,"""11215"""
4230,24.0 whole littleneck clams scrubbed,"""15157"""
4231,2.0 tablespoons olive oil plus more,"""44005"""
4232,8.25 ounces thick-cut bacon crosswise 1/4 thick,"""10123"""
4233,1.0 pound prepared pizza dough room temperature,"""18014"""
4234,1.0 ounce pecorino ,"""01033"""
4235,2 tablespoons fresh flat-leaf parsley leaves,"""11297"""
4236,56 ounce veal shanks,"""17435"""
4237,1 tablespoon olive oil,"""44005"""
4238,1 teaspoon salt,"""02047"""
4239,1 teaspoon black pepper,"""02030"""
4240,1 pound mirepoix,"""11583"""
4241,2.0 whole cloves garlic,"""11215"""
4242,2.0 whole anchovy fillets,"""15001"""
4243,2.0 tablespoons tomato paste,"""11546"""
4244,1.0 cup barolo wine,"""14253"""
4245,2.0 quarts brown veal stock,"""06170"""
4246,4.0 whole roma tomatoes,"""11529"""
4247,1.0 whole italian parsley,"""11297"""
4248,3.0 cups all-purpose flour,"""20581"""
4249,2.0 teaspoons baking powder,"""18371"""
4250,1.0 teaspoon salt,"""02047"""
4251,1.0 cup unsalted butter,"""01145"""
4252,1.0 cup granulated sugar,"""19335"""
4253,3.0 whole eggs,"""01123"""
4254,1.0 teaspoon vanilla,"""02050"""
4255,0.25 cup yellow sanding sugar,"""19335"""
4256,3.0 tablespoons olive oil,"""44005"""
4257,2.0 whole baby chickens,"""05062"""
4258,1 teaspoon salt,"""02047"""
4259,1 teaspoon black pepper,"""02030"""
4260,1 teaspoon black pepper,"""02030"""
4261,1.0 cup pearl onions,"""11282"""
4262,0.5 cup turnips,"""11564"""
4263,2.0 tablespoons dried thyme,"""02042"""
4264,3.0 whole cloves garlic,"""11215"""
4265,1.0 cup dry red wine,"""14096"""
4266,0.5 cup canned plum tomatoes ,"""11529"""
4267,2.0 cups chicken stock,"""06172"""
4268,0.25 cup crumbled crispcooked bacon,"""10123"""
4269,0.5 cup chocolate syrup,"""19924"""
4270,0.25 cup chunky peanut butter,"""16097"""
4271,0.25 cup mini marshmallows,"""19116"""
4272,0.25 cup yogurt-covered raisins,"""09299"""
4273,2.0 cups chocolate frozen yogurt,"""42186"""
4274,3.0 whole fresh quinces,"""09296"""
4275,1.5 cups orange juice,"""42270"""
4276,1.0 whole vanilla bean,"""02050"""
4277,1.0 teaspoon fennel seed,"""02018"""
4278,2.0 whole star anise,"""02002"""
4279,2.0 tablespoons sugar,"""19335"""
4280,1.0 tablespoon butter,"""01001"""
4281,4.0 tablespoon butter,"""01001"""
4282,1.0 whole red onion,"""11282"""
4283,0.5 whole red cabbage,"""11112"""
4284,0.5 cup red wine vinegar,"""02068"""
4285,0.5 cup raspberry vinegar,"""02069"""
4286,2.0 cups port wine,"""14536"""
4287,0.5 cup red wine,"""14096"""
4288,1 teaspoon salt,"""02047"""
4289,1 teaspoon black pepper,"""02030"""
4290,1 teaspoon black pepper,"""02030"""
4291,0.25 cup chicken stock,"""06172"""
4292,1.0 tablespoon sugar,"""19335"""
4293,0.25 cup red wine vinegar,"""02068"""
4294,1.0 tablespoon cracked black pepper,"""02030"""
4295,1.0 cup port wine,"""14536"""
4296,0.5 cup red wine,"""14096"""
4297,0.5 cup veal stock,"""06170"""
4298,0.25 cup pomegranate molasses,"""19304"""
4299,1.0 tablespoon butter,"""01001"""
4300,0.25 cup pomegranate seeds,"""09286"""
4301,1 teaspoon salt,"""02047"""
4302,1 teaspoon black pepper,"""02030"""
4303,1 teaspoon black pepper,"""02030"""
4304,36 ounce venison loin,"""17347"""
4305,1 teaspoon salt,"""02047"""
4306,1 teaspoon black pepper,"""02030"""
4307,1 teaspoon black pepper,"""02030"""
4308,1 tablespoon olive oil,"""44005"""
4309,2.0 tablespoons olive oil,"""44005"""
4310,1.0 whole garlic clove,"""11215"""
4311,1.0 teaspoon ground cumin,"""02014"""
4312,1.0 teaspoon hungarian sweet paprika,"""02028"""
4313,1.75 pounds tomatoes ,"""11529"""
4314,0.25 cup fresh cilantro,"""11165"""
4315,0.25 cup fresh parsley,"""11297"""
4316,3.0 whole potatoes,"""11352"""
4317,2 tablespoon extra virgin olive oil,"""04708"""
4318,1.0 tablespoon dried herbes de provence,"""02041"""
4319,1.0 teaspoon parsley,"""11297"""
4320,1 tablespoon salt,"""02047"""
4321,1.0 teaspoon sage,"""02038"""
4322,1.0 teaspoon rosemary,"""02063"""
4323,0.25 cup orange juice,"""42270"""
4324,3.0 tablespoons lemon juice,"""09152"""
4325,2.0 tablespoons olive oil,"""44005"""
4326,1.5 tablespoons chili powder,"""02009"""
4327,0.25 teaspoon cayenne pepper,"""02031"""
4328,1.5 pounds shark,"""15095"""
4329,1.0 whole orange,"""09203"""
4330,0.5 cup red onion,"""11282"""
4331,0.25 cup fresh cilantro,"""11165"""
4332,1.0 tablespoon garlic,"""11215"""
4333,1.0 whole serrano,"""11977"""
4334,1.0 whole avocado,"""09038"""
4335,0.5 tablespoon nonstick vegetable oil spray,"""04679"""
4336,1 whole pie crust,"""18946"""
4337,3.0 cups blueberries,"""09050"""
4338,1.0 cup blueberry preserves,"""09352"""
4339,3.0 tablespoons cornstarch,"""20027"""
4340,2 teaspoons fresh lemon juice,"""09152"""
4341,0.125 teaspoon kosher salt,"""02047"""
4342,1.0 whole egg,"""01123"""
4343,2.0 teaspoons milk ,"""01077"""
4344,1.0 teaspoon sugar,"""19335"""
4345,4.0 pounds asparagus ,"""11011"""
4346,2.0 tablespoons sherry vinegar*,"""02068"""
4347,0.5 teaspoon sugar,"""19335"""
4348,2.0 tablespoons walnut oil*,"""04528"""
4349,0.25 cup olive oil,"""44005"""
4350,0.25 cup fresh chives,"""11156"""
4351,1 teaspoon coarse salt,"""02047"""
4352,2.5 cups water,"""14411"""
4353,1.0 teaspoon dry yeast,"""18375"""
4354,6.0 cups unbleached all purpose flour,"""20581"""
4355,2.0 tablespoons olive oil,"""44005"""
4356,2.0 teaspoons salt,"""02047"""
4357,1.5 cups black olives,"""09194"""
4358,0.25 cup buckwheat flour,"""20011"""
4359,2.0 cups strawberries hulled,"""09316"""
4360,2.0 cups raspberries picked over,"""09302"""
4361,0.5 cup superfine sugar plus additional to taste,"""19335"""
4362,1.0 tablespoon fresh lime juice,"""09160"""
4363,12 ounces seltzer water,"""14155"""
4364,6.0 pound filet,"""23263"""
4365,1.0 cup japanese soy sauce,"""16124"""
4366,3.0 whole cloves garlic,"""11215"""
4367,2.0 tablespoons fresh ginger,"""11216"""
4368,0.5 cup sherry,"""14096"""
4369,0.25 cup peanut,"""16087"""
4370,3.0 tablespoons fresh lemon juice,"""09152"""
4371,1.0 whole garlic clove,"""11215"""
4372,9.0 tablespoons extra-virgin olive oil,"""44005"""
4373,1.0 tablespoon fresh parsley,"""11297"""
4374,1.0 tablespoon fresh chives,"""11156"""
4375,1.0 tablespoon fresh tarragon,"""02041"""
4376,2 tablespoons shaved parmesan cheese,"""01033"""
4377,1.0 stick unsalted butter softened plus additional for greasing bowl,"""01145"""
4378,0.333333333333 cup superfine granulated sugar,"""19335"""
4379,2.0 whole eggs,"""01123"""
4380,1.33333333333 cups self-rising all-purpose flour,"""20082"""
4381,0.5 cup whole milk,"""01077"""
4382,1.0 cup heavy cream,"""01053"""
4383,1.0 pound red potatoes,"""11355"""
4384,0.75 cup gruyere,"""01023"""
4385,1.0 whole egg,"""01123"""
4386,0.75 cup milk,"""01077"""
4387,1 teaspoon salt,"""02047"""
4388,1 teaspoon black pepper,"""02030"""
4389,2.0 whole red bell peppers,"""11821"""
4390,1.0 tablespoon extra-virgin olive oil,"""44005"""
4391,2.0 whole sweet onions,"""11294"""
4392,3.0 whole cloves garlic,"""11215"""
4393,1 teaspoon salt,"""02047"""
4394,1 teaspoon black pepper,"""02030"""
4395,1.0 tablespoon white balsamic vinegar,"""02069"""
4396,12.0 whole chicken thighs,"""05674"""
4397,1 teaspoon fennel pollen,"""02018"""
4398,1.0 whole lemon juice,"""09152"""
4399,0.5 cup whole kernal bulgur wheat,"""20013"""
4400,2.0 tablespoons vegetable oil,"""04513"""
4401,1.0 tablespoon tomato paste,"""11546"""
4402,1.0 teaspoon chili powder,"""02009"""
4403,0.5 teaspoon ground cumin,"""02014"""
4404,1 pinch cayenne pepper,"""02031"""
4405,0.25 cup reduced-fat sour cream,"""01178"""
4406,1.0 whole lemon juice,"""09160"""
4407,1 tablespoon kosher salt,"""02047"""
4408,1 ounce kidney beans ,"""16027"""
4409,0.333333333333 cup shredded mexican blend cheese,"""01251"
4410,2.0 tablespoons breadcrumbs,"""18079"""
4411,2.0 whole scallions,"""11291"""
4412,0.5 tablespoon cooking spray,"""04679"""
4413,1.0 whole romaine lettuce,"""11251"""
4414,1.5 teaspoons red pepper flakes,"""02031"""
4415,2.0 tablespoons sugar,"""19335"""
4416,1.0 tablespoon kosher salt,"""02047"""
4417,1.0 tablespoon coarsely ground black pepper,"""02030"""
4418,1.0 whole six bone rack of veal chine bone,"""17155"""
4419,0.25 cup extra-virgin olive oil,"""44005"""
4420,1 teaspoon flaky sea salt,"""02047"""
4421,2.0 cups white wine vinegar,"""02053"""
4422,1.0 whole yellow onion,"""11294"""
4423,1.0 whole head garlic,"""11215"""
4424,2.0 tablespoons table salt,"""02047"""
4425,10.5 cups water,"""14411"""
4426,4.5 pounds pork ribs,"""10088"""
4427,1 bag tortillas chips,"""25028"""
4428,12 oz chipotle chiles in adobo sauce,"""11962"""
4429,2.0 tablespoons onion,"""11282"""
4430,1.0 tablespoon tabasco sauce,"""06169"""
4431,1.0 tablespoon cocoa powder,"""19165"""
4432,0.5 cup maple syrup,"""19353"""
4433,0.5 cup dark brown sugar,"""19334"""
4434,1.0 tablespoon sea salt,"""02047"""
4435,3.0 pounds lean ground beef,"""23572"""
4436,1.0 cup crumbled feta cheese,"""01019"""
4437,2.0 teaspoons dried oregano,"""02027"""
4438,1.5 teaspoons salt,"""02047"""
4439,1.5 teaspoons ground black pepper,"""02030"""
4440,8.0 whole garlic cloves,"""11215"""
4441,0.5 tablespoon extra-virgin olive oil,"""44005"""
4442,.5 tablespoon vegetable oil spray,"""04679"""
4443,2.0 whole red onions,"""11282"""
4444,8.0 whole hamburger buns,"""28288"""
4445,0.5 cup unsalted butter,"""01145"""
4446,0.25 cup confectioners sugar,"""19335"""
4447,1.0 cup all-purpose flour,"""20581"""
4448,1 pinch salt,"""02047"""
4449,0.75 cup semisweet chocolate chips,"""19904"""
4450,1.0 pound beef rib eye,"""23192"""
4451,0.25 cup soy sauce,"""16124"""
4452,1.0 tablespoon fish sauce,"""06179"""
4453,1.0 tablespoon brown sugar,"""19334"""
4454,5.0 whole dried red chiles,"""02031"""
4455,0.25 cup thai fish sauce,"""06179"""
4456,2.0 whole limes juiced,"""09160"""
4457,1.0 teaspoon brown sugar,"""19334"""
4458,1.0 teaspoon soy sauce,"""16124"""
4459,2.0 whole scallions,"""11291"""
4460,2.0 pounds squid,"""15175"""
4461,6.0 whole egg whites,"""01124"""
4462,0.75 cup all-purpose flour,"""20581"""
4463,10.5 cups panko,"""18079"""
4464,2 tablespoon kosher salt,"""02047"""
4465,1.0 whole fresh lotus root,"""11254"""
4466,1.0 whole green papaya,"""09226"""
4467,1.0 whole orange juiced,"""42270"""
4468,1.0 whole thai chile,"""11819"""
4469,0.25 teaspoon kosher salt,"""02047"""
4470,0.5 cup raw shelled sunflower seeds,"""12036"""
4471,1.0 whole garlic clove,"""11215"""
4472,2.0 cups arugula leaves,"""11959"""
4473,1.0 cup fresh basil leaves,"""02044"""
4474,0.25 cup extra-virgin olive oil,"""44005"""
4475,2.0 teaspoons honey,"""19296"""
4476,1.0 tablespoon fresh lemon juice,"""09152"""
4477,1 teaspoon kosher salt,"""02047"""
4478,4.0 whole brownies,"""18154"""
4479,1.0 pint vanilla ice cream,"""19095"""
4480,4.0 tablespoons chocolate sauce,"""19924"""
4481,4.0 whole cigarette cookies,"""18204"""
4482,0.5 cup raspberries,"""09302"""
4483,4 sprigs mint,"""02064"""
4484,0.25 cup vegetable oil,"""04513"""
4485,1.0 whole red onion,"""11282"""
4486,1.0 whole red bell pepper,"""11821"""
4487,2.0 pounds sweet potatoes quartered ,"""11507"""
4488,1.0 teaspoon ground cumin,"""02014"""
4489,2.0 teaspoons salt,"""02047"""
4490,0.5 teaspoon red pepper flakes,"""02031"""
4491,0.5 cup green onions,"""11291"""
4492,0.25 cup mayonnaise,"""42138"""
4493,1.25 teaspoons canned chipotle chiles in adobo sauce,"""31034"""
4494,1.0 cup pineapple,"""09266"""
4495,2.0 tablespoons ginger preserves,"""31033"""
4496,1.0 tablespoon fresh lime juice,"""09160"""
4497,1.0 teaspoon fresh ginger,"""11216"""
4498,2.0 tablespoons fresh cilantro,"""11165"""
4499,24 ounce salmon fillets with skin,"""15238"""
4500,2.0 tablespoons olive oil,"""44005"""
4501,2 tablespoons canola oil,"""04582"""
4502,4.0 whole new york strip steaks,"""23607"""
4503,1.0 tablespoon ground white pepper,"""02032"""
4504,1 teaspoon fleur de sel,"""02047"""
4505,3 cups cooked brown rice ,"""20041"""
4506,2 tablespoons canola oil,"""04582"""
4507,10.0 whole cloves garlic,"""11215"""
4508,1.0 tablespoon ginger,"""11216"""
4509,1.0 whole head broccoli prepped into florets,"""11090"""
4510,2.0 tablespoons oyster sauce,"""06176"""
4511,2.0 cups chicken stock,"""06172"""
4512,1.0 tablespoon cornstarch mixed with a little water,"""20027"""
4513,1 teaspoon salt,"""02047"""
4514,1 teaspoon black pepper,"""02030"""
4515,1 teaspoon black pepper,"""02030"""
4516,2.0 whole cloves garlic,"""11215"""
4517,2.0 tablespoons extra-virgin olive oil,"""44005"""
4518,1 teaspoon kosher salt,"""02047"""
4519,4.5 pounds brisket,"""13023"""
4520,1 tablespoon ground pepper,"""02030"""
4521,1.0 tablespoon smoked paprika,"""02028"""
4522,1.0 tablespoon chili powder,"""02009"""
4523,3.0 tablespoons canola oil,"""04582"""
4524,3.0 whole red onions,"""11282"""
4525,0.25 cup dark brown sugar,"""19334"""
4526,2.0 tablespoons apple cider vinegar,"""02048"""
4527,1.0 cup dry red wine,"""14096"""
4528,2.0 cups beef stock,"""06170"""
4529,2.0 whole bay leaves,"""02004"""
4530,16.0 whole to flour tortillas,"""18363"""
4531,1.5 pounds brussels sprouts,"""11098"""
4532,4.0 tablespoons unsalted butter,"""01145"""
4533,0.5 teaspoon salt,"""02047"""
4534,0.25 teaspoon ground black pepper,"""02030"""
4535,1.0 tablespoon dry white wine,"""14106"""
4536,1.0 tablespoon lemon juice,"""09152"""
4537,1.0 whole ginger knob,"""11216"""
4538,0.333333333333 cup extra-virgin olive oil,"""44005"""
4539,0.333333333333 cup rice wine vinegar,"""04135"""
4540,3.0 tablespoons soy sauce,"""16124"""
4541,4.0 teaspoons sesame oil,"""04058"""
4542,1 teaspoon salt,"""02047"""
4543,1 teaspoon black pepper,"""02030"""
4544,6.0 ounces shiitake mushrooms,"""11238"""
4545,2.0 whole scallions,"""11291"""
4546,1.0 cup edamame,"""11211"""
4547,4.0 cups brown rice,"""20041"""
4548,2.0 whole rotisserie chicken breasts,"""05348"""
4549,1.0 cup carrots,"""11124"""
4550,5.0 ounces baby arugula,"""11959"""
4551,8.0 ounces ground chicken,"""05332"""
4552,1.0 whole packet dried onion soup mix,"""06094"""
4553,2.0 tablespoons sesame oil,"""04058"""
4554,2.0 tablespoons oyster sauce,"""06176"""
4555,1.0 tablespoon garlic,"""11215"""
4556,24.0 whole wonton wrappers,"""18368"""
4557,1.25 whole skinless chicken breast,"""05057"""
4558,1.0 tablespoon garlic,"""11215"""
4559,1.0 tablespoon vegetable oil,"""04513"""
4560,4.0 cans chicken stock,"""06172"""
4561,2.0 tablespoons light soy sauce,"""16424"""
4562,1.0 tablespoon sesame oil,"""04058"""
4563,0.666666666667 cup chinese barbecued pork,"""36622"""
4564,1.0 whole jar water chestnuts,"""11590"""
4565,1.0 whole jar bamboo shoots,"""11026"""
4566,0.5 whole bag frozen vegetable stir fry mix,"""11583"""
4567,7 pound boston butt bone in,"""10953"""
4568,4 tablespoon black pepper,"""02030"""
4569,2 tablespoons red pepper flakes,"""02031"""
4570,2 tablespoon sugar,"""19335"""
4571,0.5 cup bbq sauce,"""06150"""
4572,0.5 cup apple cider vinegar,"""02048"""
4573,1.0 whole eggplant,"""11209"""
4574,1.0 whole egg lightly beaten,"""01123"""
4575,0.5 cup cooked white beans such as cannellini,"""16037"""
4576,1.0 whole clove garlic very,"""11215"""
4577,0.5 cup fresh basil leaves,"""02044"""
4578,0.5 cup parmesan cheese plus extra for sprinkling ,"""01033"""
4579,1 teaspoon salt,"""02047"""
4580,1 teaspoon black pepper,"""02030"""
4581,1 teaspoon black pepper,"""02030"""
4582,1.0 cup whole-wheat panko-stylebreadcrumbs,"""18376"""
4583,2.0 cups marinara sauce ,"""06931"""
4584,1.0 cup unsalted shelled pistachios,"""12151"""
4585,0.75 cup sugar,"""19335"""
4586,2.0 cups milk ,"""01077"""
4587,0.5 teaspoon almond extract,"""04529"""
4588,4.0 whole egg yolks,"""01125"""
4589,1.0 cup whipping cream,"""01053"""
4590,0.75 cup unsalted shelled pistachios toasted coarsely,"""12151"""
4591,4.0 whole garlic cloves,"""11215"""
4592,1.0 tablespoon thyme,"""02049"""
4593,1.0 tablespoon rosemary,"""02063"""
4594,2.0 teaspoons kosher salt,"""02047"""
4595,2.0 tablespoons extra-virgin olive oil,"""44005"""
4596,6 whole lamb loin chops,"""17302"""
4597,1 whole head garlic,"""11215"""
4598,1 tablespoon olive oil,"""44005"""
